device,model,battery,charging,lat,lon,accuracy,source,place,place_type,locality,address,updated
Nat iPhone12mini,iPhone 12 mini,1,NotCharging,16.81233,100.261622,4,Wifi,,,Mueang Phitsanulok District,"169/4 Moo 2, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 19:39:10
Nat iPhone12mini,iPhone 12 mini,1,NotCharging,16.81233,100.261622,4,Wifi,,,Mueang Phitsanulok District,"169/4 Moo 2, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 19:39:10
Nat iPhone12mini,iPhone 12 mini,1,NotCharging,16.812311,100.261688,26,Wifi,,,Mueang Phitsanulok District,"169/3 Moo 2, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 19:44:52
Nat iPhone12mini,iPhone 12 mini,1,NotCharging,16.815793,100.257413,28,GPS,,,Mueang Phitsanulok District,"90 Phra Ruang Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 19:49:47
Nat iPhone12mini,iPhone 12 mini,1,NotCharging,16.817779,100.258018,52,GPS,,,Mueang Phitsanulok District,"Nai Mueang, Mueang Phitsanulok District, Phitsanulok",2026-02-27 19:55:09
Nat iPhone12mini,iPhone 12 mini,1,NotCharging,16.817492,100.257992,8,GPS,,,Mueang Phitsanulok District,"Phibun Songkhram Rajabhat University, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 20:00:18
Nat iPhone12mini,iPhone 12 mini,1,NotCharging,16.817512,100.258,7,Wifi,,,Mueang Phitsanulok District,"Phibun Songkhram Rajabhat University, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 20:04:43
Nat iPhone12mini,iPhone 12 mini,1,NotCharging,16.817532,100.258017,7,Wifi,,,Mueang Phitsanulok District,"Phibun Songkhram Rajabhat University, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 20:09:55
Nat iPhone12mini,iPhone 12 mini,1,NotCharging,16.817516,100.25801,9,GPS,,,Mueang Phitsanulok District,"Phibun Songkhram Rajabhat University, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 20:15:11
Nat iPhone12mini,iPhone 12 mini,1,NotCharging,16.817573,100.25807,8,Wifi,,,Mueang Phitsanulok District,"Phibun Songkhram Rajabhat University, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 20:20:06
Nat iPhone12mini,iPhone 12 mini,1,NotCharging,16.817629,100.258128,7,Wifi,,,Mueang Phitsanulok District,"Phibun Songkhram Rajabhat University, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 20:25:23
Nat iPhone12mini,iPhone 12 mini,1,NotCharging,16.817653,100.258153,6,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 20:30:26
Nat iPhone12mini,iPhone 12 mini,1,NotCharging,16.81767,100.25818,6,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 20:35:33
Nat iPhone12mini,iPhone 12 mini,1,NotCharging,16.817694,100.258205,5,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 20:39:23
Nat iPhone12mini,iPhone 12 mini,1,NotCharging,16.817694,100.258205,5,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 20:39:23
Nat iPhone12mini,iPhone 12 mini,0,Unknown,16.817694,100.258205,5,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 20:39:23
Nat iPhone12mini,iPhone 12 mini,0,Unknown,16.817694,100.258205,5,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 20:39:23
Nat iPhone12mini,iPhone 12 mini,0,Unknown,16.817694,100.258205,5,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 20:39:23
Nat iPhone12mini,iPhone 12 mini,0,Unknown,16.817694,100.258205,5,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 20:39:23
Nat iPhone12mini,iPhone 12 mini,0,Unknown,16.817694,100.258205,5,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 20:39:23
Nat iPhone12mini,iPhone 12 mini,0,Unknown,16.817694,100.258205,5,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 20:39:23
Nat iPhone12mini,iPhone 12 mini,0,Unknown,16.817694,100.258205,5,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 20:39:23
Nat iPhone12mini,iPhone 12 mini,0,Unknown,16.817694,100.258205,5,Wifi,,,Mueang Phitsanulok District,"66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 20:39:23
Nat iPhone12mini,iPhone 12 mini,0,Unknown,16.817694,100.258205,5,Wifi,,,Mueang Phitsanulok District,"66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 20:39:23
Nat iPhone12mini,iPhone 12 mini,0,Unknown,16.817694,100.258205,5,Wifi,,,Mueang Phitsanulok District,"Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 20:39:23
Nat iPhone12mini,iPhone 12 mini,0,Unknown,16.817694,100.258205,5,Wifi,,,Mueang Phitsanulok District,"66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 20:39:23
Nat iPhone12mini,iPhone 12 mini,17,Charging,16.817754,100.258196,14,GPS,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 21:47:23
Nat iPhone12mini,iPhone 12 mini,24,Charging,16.817565,100.25811,10,GPS,,,Mueang Phitsanulok District,"Phibun Songkhram Rajabhat University, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 21:52:40
Nat iPhone12mini,iPhone 12 mini,30,Charging,16.817717,100.258244,15,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 21:57:26
Nat iPhone12mini,iPhone 12 mini,37,Charging,16.817739,100.258252,7,Wifi,,,Mueang Phitsanulok District,"66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 22:02:57
Nat iPhone12mini,iPhone 12 mini,42,Charging,16.817741,100.258263,6,Wifi,,,Mueang Phitsanulok District,"66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 22:07:33
Nat iPhone12mini,iPhone 12 mini,48,Charging,16.817743,100.25827,5,Wifi,,,Mueang Phitsanulok District,"66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 22:12:31
Nat iPhone12mini,iPhone 12 mini,53,Charging,16.817744,100.258274,5,Wifi,,,Mueang Phitsanulok District,"66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 22:18:14
Nat iPhone12mini,iPhone 12 mini,55,Charging,16.817744,100.258276,5,Wifi,,,Mueang Phitsanulok District,"66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 22:22:31
Nat iPhone12mini,iPhone 12 mini,60,Charging,16.817746,100.258275,4,Wifi,,,Mueang Phitsanulok District,"66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 22:28:15
Nat iPhone12mini,iPhone 12 mini,63,Charging,16.817745,100.258276,4,Wifi,,,Mueang Phitsanulok District,"66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 22:33:20
Nat iPhone12mini,iPhone 12 mini,66,Charging,16.817394,100.258123,8,Wifi,,,Mueang Phitsanulok District,"Phibun Songkhram Rajabhat University, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 22:38:25
Nat iPhone12mini,iPhone 12 mini,68,Charging,16.817499,100.258162,7,Wifi,,,Mueang Phitsanulok District,"Phibun Songkhram Rajabhat University, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 22:43:16
Nat iPhone12mini,iPhone 12 mini,70,Charging,16.817551,100.258175,6,Wifi,,,Mueang Phitsanulok District,"Phibun Songkhram Rajabhat University, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 22:48:25
Nat iPhone12mini,iPhone 12 mini,72,Charging,16.81759,100.258179,5,Wifi,,,Mueang Phitsanulok District,"Phibun Songkhram Rajabhat University, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 22:53:18
Nat iPhone12mini,iPhone 12 mini,74,Charging,16.817614,100.258184,5,Wifi,,,Mueang Phitsanulok District,"Phibun Songkhram Rajabhat University, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 22:58:30
Nat iPhone12mini,iPhone 12 mini,75,Charging,16.817669,100.258201,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 23:03:37
Nat iPhone12mini,iPhone 12 mini,76,Charging,16.817672,100.258201,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 23:08:46
Nat iPhone12mini,iPhone 12 mini,78,Charging,16.817675,100.258203,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 23:13:57
Nat iPhone12mini,iPhone 12 mini,79,Charging,16.817677,100.258202,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 23:19:04
Nat iPhone12mini,iPhone 12 mini,80,Charging,16.817681,100.258203,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 23:24:10
Nat iPhone12mini,iPhone 12 mini,81,Charging,16.817683,100.258202,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 23:29:18
Nat iPhone12mini,iPhone 12 mini,82,Charging,16.817685,100.258202,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 23:34:15
Nat iPhone12mini,iPhone 12 mini,82,Charging,16.817685,100.258202,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 23:34:15
Nat iPhone12mini,iPhone 12 mini,82,Charging,16.817687,100.258201,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 23:39:21
Nat iPhone12mini,iPhone 12 mini,83,Charging,16.817689,100.258202,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 23:44:42
Nat iPhone12mini,iPhone 12 mini,84,Charging,16.817691,100.258203,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 23:50:18
Nat iPhone12mini,iPhone 12 mini,84,Charging,16.817693,100.258202,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 23:54:57
Nat iPhone12mini,iPhone 12 mini,85,Charging,16.817695,100.258202,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-27 23:59:59
Nat iPhone12mini,iPhone 12 mini,86,Charging,16.817696,100.2582,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 00:05:06
Nat iPhone12mini,iPhone 12 mini,86,Charging,16.817698,100.2582,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 00:10:16
Nat iPhone12mini,iPhone 12 mini,86,Charging,16.817703,100.258201,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 00:15:21
Nat iPhone12mini,iPhone 12 mini,87,Charging,16.817705,100.258202,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 00:20:16
Nat iPhone12mini,iPhone 12 mini,87,Charging,16.817705,100.258201,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 00:25:35
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817705,100.2582,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 00:30:30
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817706,100.2582,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 00:35:37
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817707,100.258201,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 00:40:47
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817709,100.2582,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 00:46:04
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.81771,100.258199,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 00:51:20
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817711,100.258199,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 00:56:01
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817711,100.258199,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 01:01:21
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817711,100.258198,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 01:06:25
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817712,100.258198,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 01:11:26
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817714,100.258198,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 01:16:32
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817714,100.2582,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 01:21:26
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817715,100.2582,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 01:26:33
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817717,100.258201,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 01:32:03
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817717,100.258203,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 01:37:22
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817717,100.258205,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 01:42:15
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817716,100.258205,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 01:47:19
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817716,100.258204,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 01:52:26
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817716,100.258205,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 01:57:18
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817718,100.258208,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 02:02:46
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817718,100.258208,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 02:07:36
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817717,100.258207,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 02:12:47
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817717,100.258208,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 02:17:55
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817717,100.258208,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 02:23:04
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817716,100.258207,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 02:28:15
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817715,100.258206,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 02:33:19
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817715,100.258206,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 02:38:16
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817715,100.258205,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 02:43:28
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817716,100.258205,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 02:48:41
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817716,100.258207,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 02:53:38
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817716,100.258207,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 02:58:43
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817716,100.258207,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 03:04:35
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817715,100.258207,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 03:09:24
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817716,100.25821,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 03:14:16
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817718,100.258214,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 03:19:20
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817718,100.258214,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 03:19:20
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817721,100.258217,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 03:24:31
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817722,100.25822,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 03:29:33
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817723,100.25822,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 03:34:47
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817722,100.258218,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 03:39:42
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817722,100.258216,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 03:45:08
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817722,100.258216,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 03:50:44
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817723,100.258216,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 03:55:22
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817723,100.258216,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 04:01:00
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817722,100.258214,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 04:05:28
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817721,100.258214,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 04:10:32
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817722,100.258214,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 04:16:02
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.817721,100.258213,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 04:20:45
Nat iPhone12mini,iPhone 12 mini,100,NotCharging,16.81772,100.258212,3,Wifi,,,Mueang Phitsanulok District,"Pibulsongkram Rajabhat University, 66 Wang Chan Road, Nai Mueang, Mueang Phitsanulok District, Phitsanulok 65000",2026-02-28 04:26:36
